checked_at,source_kind,url,final_url,facility_count,sample_facility_names,sample_facility_ids,http_status,ok,error,load_ms,html_bytes,charset,page_title,meta_description,h1_count,h1_text,h2_count,text_chars,image_count,css_count,css_bytes,table_count,deprecated_tag_count,has_viewport,has_media_query,has_flex_grid,has_responsive_units,has_canonical,has_og,has_schema,has_favicon,has_tel,has_address,has_hours,has_map,has_sns,sns_platforms,design_score,clarity_score,content_score,cleanliness_score,speed_score,seo_score,mobile_score,sns_score,total_score,grade,notes
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/matsumotonaika_02.html,http://www.iryou-map.co.jp/matsumotonaika_02.html,1,松本内科,url:http://www.iryou-map.co.jp/matsumotonaika_02.html,200,1,,166,4180,euc-jp,松本内科,,0,,1,267,16,2,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63,26,28,85,100,27,0,0,47,D,HTTPSではない; viewportなし; レスポンシブCSS弱い; descriptionなし; h1なし; 電話情報弱い; 住所/アクセス情報弱い; 診療時間情報弱い; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/matsumotonaika_03.html,http://www.iryou-map.co.jp/matsumotonaika_03.html,1,松本内科,name_addr:松本内科|名古屋市立高見小（千種区池下）・愛教大附属中（受験組首席入学）・愛知県立千種高（昭和58年卒）・高知医科大学（現、高知大）（平成元年卒）を経て、名古屋市立大学病院にて研,200,1,,166,4201,euc-jp,松本内科,,0,,1,561,15,2,3050,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,63,44,44,85,100,27,0,0,52,D,HTTPSではない; viewportなし; レスポンシブCSS弱い; descriptionなし; h1なし; 電話情報弱い; 診療時間情報弱い; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/matsumotonaika.html,http://www.iryou-map.co.jp/matsumotonaika.html,1,松本内科,name_tel:松本内科|052-773-4117,200,1,,102,5527,euc-jp,松本内科,名古屋市名東区「松本内科」のホームページです。,0,,1,732,16,2,3050,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,63,76,66,85,100,42,0,0,63,C,HTTPSではない; viewportなし; レスポンシブCSS弱い; h1なし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/mituidental.htm,http://www.iryou-map.co.jp/mituidental.htm,1,三井歯科,name_tel:三井歯科|052-731-9552,200,1,,105,16609,euc-jp,三井歯科,,0,,0,1507,50,2,5633,39,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,48,80,76,75,100,27,0,0,59,C,HTTPSではない; viewportなし; レスポンシブCSS弱い; descriptionなし; h1なし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/murase-shika.htm,http://www.iryou-map.co.jp/murase-shika.htm,1,村瀬歯科医院,name_tel:村瀬歯科医院|052-832-4772,200,1,,81,14817,euc-jp,村瀬歯科医院,,0,,0,677,50,2,5633,39,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,48,76,66,75,100,27,0,0,57,C,HTTPSではない; viewportなし; レスポンシブCSS弱い; descriptionなし; h1なし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/nobdentalspace.htm,http://www.iryou-map.co.jp/nobdentalspace.htm,1,NOBデンタルスペース,name_tel:NOBデンタルスペース|052-972-8181,200,1,,106,15319,euc-jp,NOBデンタルスペース,,0,,0,942,50,2,5633,39,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,48,80,66,75,100,35,0,0,59,C,HTTPSではない; viewportなし; レスポンシブCSS弱い; descriptionなし; h1なし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/ogawa-shika.htm,http://www.iryou-map.co.jp/ogawa-shika.htm,1,オガワ歯科,name_tel:オガワ歯科|052-481-6480,200,1,,149,14800,euc-jp,オガワ歯科,,0,,0,639,50,2,5633,39,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,48,76,66,75,100,27,0,0,57,C,HTTPSではない; viewportなし; レスポンシブCSS弱い; descriptionなし; h1なし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1010,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1010,1,小山医院,1010,200,1,,119,7696,utf-8,名古屋市熱田区 小山医院 詳細情報 - 医療MAP,,1,キーワード,1,375,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=101066,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=101066,1,橋本歯科,101066,200,1,,114,7515,utf-8,四日市市 橋本歯科 詳細情報 - 医療MAP,,1,キーワード,1,363,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=101545,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=101545,1,あしたば歯科医院,101545,200,1,,185,7745,utf-8,四日市市 あしたば歯科医院 詳細情報 - 医療MAP,,1,キーワード,1,389,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1017,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1017,1,水谷整形外科・内科クリニック,1017,200,1,,165,7953,utf-8,名古屋市熱田区 水谷整形外科・内科クリニック 詳細情報 - 医療MAP,,1,キーワード,1,449,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=101768,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=101768,1,宇治眼科,101768,200,1,,116,7658,utf-8,四日市市 宇治眼科 詳細情報 - 医療MAP,,1,キーワード,1,368,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1044,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1044,1,サンハート薬局 日比野店,1044,200,1,,119,7682,utf-8,名古屋市熱田区 サンハート薬局 日比野店 詳細情報 - 医療MAP,,1,キーワード,1,397,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1049,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1049,1,調剤薬局 中川ドラッグ,1049,200,1,,133,7554,utf-8,名古屋市熱田区 調剤薬局 中川ドラッグ 詳細情報 - 医療MAP,,1,キーワード,1,395,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1054,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1054,1,ませ調剤薬局 熱田店,1054,200,1,,119,9729,utf-8,名古屋市熱田区 ませ調剤薬局 熱田店 詳細情報 - 医療MAP,,1,キーワード,1,392,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11014,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11014,1,こじま内科小児科クリニック,11014,200,1,,133,8475,utf-8,名古屋市瑞穂区 こじま内科小児科クリニック 詳細情報 - 医療MAP,,1,キーワード,1,471,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11039,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11039,1,産婦人科水野クリニック,11039,200,1,,164,8203,utf-8,名古屋市瑞穂区 産婦人科水野クリニック 詳細情報 - 医療MAP,,1,キーワード,1,405,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11105,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11105,1,かすや歯科医院,11105,200,1,,156,8172,utf-8,名古屋市瑞穂区 かすや歯科医院 詳細情報 - 医療MAP,,1,キーワード,1,421,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11154,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11154,1,いしづかデンタルクリニックみずほ,11154,200,1,,114,7895,utf-8,名古屋市瑞穂区 いしづかデンタルクリニックみずほ 詳細情報 - 医療MAP,,1,キーワード,1,434,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11317,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=11317,1,はるかぜ接骨院,11317,200,1,,117,8030,utf-8,名古屋市瑞穂区 はるかぜ接骨院 詳細情報 - 医療MAP,,1,キーワード,1,442,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1187,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=1187,1,サンハート薬局 金山店,1187,200,1,,106,7685,utf-8,名古屋市熱田区 サンハート薬局 金山店 詳細情報 - 医療MAP,,1,キーワード,1,403,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12008,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12008,1,岡田内科クリニック,12008,200,1,,113,7788,utf-8,名古屋市緑区 岡田内科クリニック 詳細情報 - 医療MAP,,1,キーワード,1,395,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12017,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12017,1,たうち小児クリニック,12017,200,1,,114,8114,utf-8,名古屋市緑区 たうち小児クリニック 詳細情報 - 医療MAP,,1,キーワード,1,519,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,70,92,100,47,45,0,72,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12033,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12033,1,松山医院,12033,200,1,,184,7846,utf-8,名古屋市緑区 松山医院 詳細情報 - 医療MAP,,1,キーワード,1,416,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12074,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12074,1,棚橋医院,12074,200,1,,117,7794,utf-8,名古屋市緑区 棚橋医院 詳細情報 - 医療MAP,,1,キーワード,1,423,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12484,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12484,1,若すぎ治療院,12484,200,1,,129,10121,utf-8,名古屋市緑区 若すぎ治療院 詳細情報 - 医療MAP,,1,キーワード,1,337,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12599,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12599,1,セツダ動物病院,12599,200,1,,185,8189,utf-8,名古屋市緑区 セツダ動物病院 詳細情報 - 医療MAP,,1,キーワード,1,395,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12627,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=12627,1,安田整形外科リハビリテーション,12627,200,1,,116,7937,utf-8,名古屋市緑区 安田整形外科リハビリテーション 詳細情報 - 医療MAP,,1,キーワード,1,445,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=13001,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=13001,1,中部ろうさい病院,13001,200,1,,120,8173,utf-8,名古屋市港区 中部ろうさい病院 詳細情報 - 医療MAP,,1,キーワード,1,561,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,70,92,100,47,45,0,72,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=13043,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=13043,1,医療法人美和会 明正歯科,13043,200,1,,111,7252,utf-8,名古屋市港区 医療法人美和会 明正歯科 詳細情報 - 医療MAP,,1,キーワード,1,359,6,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,58,92,100,47,45,0,70,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14043,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14043,1,桜本町クリニック,14043,200,1,,177,7753,utf-8,名古屋市南区 桜本町クリニック 詳細情報 - 医療MAP,,1,キーワード,1,383,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14049,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14049,1,とつか眼科,14049,200,1,,130,8109,utf-8,名古屋市南区 とつか眼科 詳細情報 - 医療MAP,,1,キーワード,1,515,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,70,92,100,47,45,0,72,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14055,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14055,1,今井歯科,14055,200,1,,117,7908,utf-8,名古屋市南区 今井歯科 詳細情報 - 医療MAP,,1,キーワード,1,390,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14082,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14082,1,第2どうとく薬局,14082,200,1,,173,7565,utf-8,名古屋市南区 第2どうとく薬局 詳細情報 - 医療MAP,,1,キーワード,1,387,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14083,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14083,1,道徳薬局,14083,200,1,,111,7418,utf-8,名古屋市南区 道徳薬局 詳細情報 - 医療MAP,,1,キーワード,1,363,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14434,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14434,1,中村医院,14434,200,1,,112,7990,utf-8,名古屋市南区 中村医院 詳細情報 - 医療MAP,,1,キーワード,1,459,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14638,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=14638,1,どうとく調剤薬局,14638,200,1,,189,7618,utf-8,名古屋市南区 どうとく調剤薬局 詳細情報 - 医療MAP,,1,キーワード,1,401,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=15028,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=15028,1,松本内科,15028,200,1,,129,8124,utf-8,名古屋市名東区 松本内科 詳細情報 - 医療MAP,,1,キーワード,1,467,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=15071,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=15071,1,さかえ歯科医院,15071,200,1,,150,8494,utf-8,名古屋市名東区 さかえ歯科医院 詳細情報 - 医療MAP,,1,キーワード,1,582,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,70,92,100,47,45,0,72,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=15100,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=15100,1,ハーブ調剤薬局 名東店,15100,200,1,,141,7766,utf-8,名古屋市名東区 ハーブ調剤薬局 名東店 詳細情報 - 医療MAP,,1,キーワード,1,422,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=151004,http://www.iryou-map.co.jp/s/detail.php?st=w&hid=151004,1,山本内科医院,151004,200,1,,124,7558,utf-8,静岡市葵区 山本内科医院 詳細情報 - 医療MAP,,1,キーワード,1,371,8,3,64499,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,63,96,64,92,100,47,45,0,71,B,HTTPSではない; レスポンシブCSS弱い; descriptionなし; SNSリンク未検出
